chr1	0	1000000	190464	193030	0.383494
chr1	1000000	2000000	284936	287917	0.572853
chr1	2000000	3000000	278601	279714	0.558315
chr1	3000000	4000000	282281	282428	0.564709
chr1	4000000	5000000	242076	236915	0.478991
chr1	5000000	6000000	230039	242310	0.472349
chr1	6000000	7000000	257972	258323	0.516295
chr1	7000000	8000000	240830	236975	0.477805
chr1	8000000	9000000	217395	228116	0.445511
chr1	9000000	10000000	249686	251793	0.501479
chr1	10000000	11000000	241627	239215	0.480842
chr1	11000000	12000000	251380	249009	0.500389
chr1	12000000	13000000	224609	219977	0.444586
chr1	13000000	14000000	226905	223128	0.450033
chr1	14000000	15000000	226558	223357	0.449915
chr1	15000000	16000000	242380	241384	0.483764
chr1	16000000	17000000	236794	239366	0.47616
chr1	17000000	18000000	255994	246638	0.502632
chr1	18000000	19000000	247402	250099	0.497501
chr1	19000000	20000000	233933	237812	0.471745
chr1	20000000	21000000	230800	230151	0.460951
chr1	21000000	22000000	239195	244003	0.483198
chr1	22000000	23000000	250903	243466	0.494369
chr1	23000000	24000000	229439	231264	0.460703
chr1	24000000	25000000	236202	232966	0.469168
chr1	25000000	26000000	236849	240202	0.477051
chr1	26000000	27000000	243872	242432	0.486304
chr1	27000000	28000000	240242	245752	0.485994
chr1	28000000	29000000	229014	224054	0.453068
chr1	29000000	30000000	238195	234488	0.472683
chr1	30000000	31000000	237083	245317	0.4824
chr1	31000000	32000000	234471	238692	0.473163
chr1	32000000	33000000	236998	235915	0.472913
chr1	33000000	34000000	231659	227316	0.458975
chr1	34000000	35000000	220164	227844	0.448008
chr1	35000000	36000000	210629	213271	0.4239
chr1	36000000	37000000	242901	241598	0.484499
chr1	37000000	38000000	231780	241124	0.472904
chr1	38000000	39000000	226297	228441	0.454738
chr1	39000000	40000000	231188	227092	0.45828
chr1	40000000	41000000	223864	220189	0.444053
chr1	41000000	42000000	229248	233265	0.462513
chr1	42000000	43000000	212948	211498	0.424446
chr1	43000000	44000000	240132	234821	0.474953
chr1	44000000	45000000	231312	234066	0.465378
chr1	45000000	46000000	212217	214108	0.426325
chr1	46000000	47000000	228842	227953	0.456795
chr1	47000000	48000000	229818	230820	0.460638
chr1	48000000	49000000	208365	206818	0.415183
chr1	49000000	50000000	185093	190606	0.375699
chr1	50000000	51000000	197323	203304	0.400627
chr1	51000000	52000000	202965	208114	0.411079
chr1	52000000	53000000	211502	212024	0.423526
chr1	53000000	54000000	232507	240457	0.472964
chr1	54000000	55000000	244163	240774	0.484937
chr1	55000000	56000000	208580	203904	0.412484
chr1	56000000	57000000	199472	204965	0.404437
chr1	57000000	58000000	200031	206076	0.406107
chr1	58000000	59000000	206531	210488	0.417019
chr1	59000000	60000000	203332	199577	0.402909
chr1	60000000	61000000	190243	195639	0.385882
chr1	61000000	62000000	203453	196411	0.399864
chr1	62000000	63000000	203697	203335	0.407032
chr1	63000000	64000000	204565	198982	0.403547
chr1	64000000	65000000	203092	203174	0.406266
chr1	65000000	66000000	200780	191738	0.392518
chr1	66000000	67000000	189172	188457	0.377629
chr1	67000000	68000000	203832	205170	0.409002
chr1	68000000	69000000	192437	194361	0.386798
chr1	69000000	70000000	181972	179786	0.361758
chr1	70000000	71000000	188538	187567	0.376105
chr1	71000000	72000000	180151	181456	0.361607
chr1	72000000	73000000	173869	173784	0.347653
chr1	73000000	74000000	174937	176986	0.351923
chr1	74000000	75000000	180491	183983	0.364474
chr1	75000000	76000000	186309	189932	0.376241
chr1	76000000	77000000	194299	192478	0.386777
chr1	77000000	78000000	191482	196703	0.388185
chr1	78000000	79000000	188870	183419	0.372289
chr1	79000000	80000000	180673	176268	0.356941
chr1	80000000	81000000	173223	177212	0.350435
chr1	81000000	82000000	182772	183654	0.366426
chr1	82000000	83000000	184861	181311	0.366172
chr1	83000000	84000000	184301	189479	0.37378
chr1	84000000	85000000	193045	196058	0.389103
chr1	85000000	86000000	192010	195131	0.387141
chr1	86000000	87000000	189592	192006	0.381598
chr1	87000000	88000000	199567	192742	0.392309
chr1	88000000	89000000	185741	191753	0.377494
chr1	89000000	90000000	200046	197071	0.397117
chr1	90000000	91000000	192199	193599	0.385798
chr1	91000000	92000000	199897	208027	0.407924
chr1	92000000	93000000	195959	197391	0.39335
